movieId,title,genres,overview,director,keywords
6796,Boyz N the Hood (1991),Crime|Drama,Boyz n the Hood is the popular and successful film and social criticism from John Singleton about the conditions in South Central Los Angeles where teenagers are involved in gun fights and drug dealing on a daily basis.,johnsingleton,"street gang black people rap music hip-hop ghetto gangster street war rapper violence in schools los angeles, california"
6797,Bugsy (1991),Crime|Drama,"New York gangster Ben 'Bugsy' Siegel takes a brief business trip to Los Angeles. A sharp-dressing womanizer with a foul temper, Siegel doesn't hesitate to kill or maim anyone crossing him. In L.A. the life, the movies, and most of all strong-willed Virginia Hill detain him while his family wait back home. Then a trip to a run-down gambling joint at a spot in the desert known as Las Vegas gives him his big idea.",barrylevinson,casino hotel hitman biography psychopath romance mafia money hollywood las vegas hoodlum 1940s
6798,Bugsy Malone (1976),Children|Comedy|Crime|Musical,"A pint-sized cast illuminates this musical that is unlike any other ever made. Set in 1929 New York City, Bugsy Malone captures a flashy world of would-be hoodlums, showgirls, and dreamers - all played by child actors! As Tallulah, the sassy girlfriend of the owner of Fat Sam's Grand Slam Speakeasy, future superstar Jodie Foster dances and sings her way into our hearts.",alanparker,new york city prohibition era gangster musical 1920s all child cast gangster comedy
6800,Cobra (1986),Action|Crime,A tough-on-crime street cop must protect the only surviving witness to a strange murderous cult with far reaching plans.,georgep.cosmatos,showdown resistance mannequin prosecution street war psychopath cop murder gang witness to murder action hero good versus evil
6803,Phenomena (a.k.a. Creepers) (1985),Horror|Mystery|Thriller,"A young girl, with an amazing ability to communicate with insects, is transferred to an exclusive Swiss boarding school, where her unusual capability might help solve a string of murders.",darioargento,insect detective switzerland telepathy daughter psychopath boarding school girls' boarding school murder serial killer teenage girl school maniac american abroad chimpanzee murder investigation sleepwalking recurring dream sanitorium swiss entomologist american girl service animal
6804,Crimewave (1985),Comedy|Crime,"Fed up of his business partner, Ernest Trend hires the services of two exterminators. When things go drastically wrong and they murder the wrong man, the race is on to frame an innocent video surveillance man.",samraimi,
6807,Monty Python's The Meaning of Life (1983),Comedy,"Life's questions are 'answered' in a series of outrageous vignettes, beginning with a staid London insurance company which transforms before our eyes into a pirate ship. Then there's the National Health doctors who try to claim a healthy liver from a still-living donor. The world's most voracious glutton brings the art of vomiting to new heights before his spectacular demise.",terryjones,sense of life comedian satire sketch cult film monty python aftercreditsstinger duringcreditsstinger vignette the meaning of life anarchic comedy
6808,Where Eagles Dare (1968),Action|Adventure|War,"World War II is raging, and an American general has been captured and is being held hostage in the Schloss Adler, a Bavarian castle that's nearly impossible to breach. It's up to a group of skilled Allied soldiers to liberate the general before it's too late.",briang.hutton,"germany mountain world war ii liberation of prisoners bavaria, germany nazi castle secret mission parachute undercover agent two man army infiltration explosion sabotage commando war hero alps mountains cable car 1940s sidecar fall from height"
6809,Tightrope (1984),Thriller,"Wes Block is a detective who's put on the case of a serial killer. His victims are young and pretty women, which he rapes and murders. The murders are getting personal when the killer chooses victims who are acquaintances of Block. Even his daughters are threatened.",richardtuggle,"prostitute new orleans, louisiana serial killer series of murders police detective"
6810,Sleeping with the Enemy (1991),Drama|Thriller,"A young woman fakes her own death in an attempt to escape her nightmarish marriage, but discovers it is impossible to elude her controlling husband.",josephruben,violent husband feminism strong woman domestic abuse stalking domestic violence fake death marital rape
6811,PCU (1994),Comedy,"Nervous high school senior Tom Lawrence visits Port Chester University, where he gets a taste of politically correct college life when he's guided by fraternity wild man Droz and his housemates at The Pit. But Droz and his pals have rivals in nasty preppy Rand McPherson and the school's steely president. With their house threatened with expulsion, Droz and company decide to throw a raging party where the various factions will collide.",hartbochner,mascot beer keg political correctness ultimate frisbee funky music fundraising stage diving
6812,"Rookie, The (1990)",Action|Comedy|Thriller,"Veteran cop Nick Pulovski is used to playing musical partners; many of the partners he's had in the past have died on the job, and often as a result of Nick's risky tactics. But the rookie who's been assigned to help Nick bust a carjacking ring is almost as hotheaded as he is … and when Nick gets kidnapped, his newbie partner is his only hope.",clinteastwood,rookie cop
6814,City Heat (1984),Action|Comedy,"Set in Kansas City in 1933, Eastwood plays a police lieutenant known simply by his last name, Speer. Reynolds plays a former cop turned private eye named Mike Murphy. Both Speer and Murphy served on the force together and were once good friends, but are now bitter enemies. When Murphy's partner is slain they team up again to fight the mob.",richardbenjamin,photographer private eye whorehouse
6816,Three O'Clock High (1987),Comedy,"Nerdy high schooler Jerry Mitchell is assigned to write an article for the school paper about the infamous new delinquent transfer student, Buddy Revell. When Jerry accidentally invades Buddy's personal space and touches him, Buddy challenges Jerry to an afterschool fight in the parking lot, which Jerry tries to avoid at all costs.",philjoanou,bullying bully
6817,"White Hunter, Black Heart (1990)",Adventure|Drama,"Renowned filmmaker John Wilson travels to Africa to direct a new movie, but constantly leaves to hunt elephants and other game, to the dismay of his cast and crew. He eventually becomes obsessed with hunting down and killing one specific elephant.",clinteastwood,"london, england africa based on novel or book movie business elephant safari based on true story hunting 1950s big game hunter film director"
6818,Come and See (Idi i smotri) (1985),Drama|War,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",elemklimov,war crimes world war ii nazi wehrmacht insanity surrealism teenage girl atrocity genocide russian army mine field horrors of war premature aging byelorussia children in wartime
